KO	X103post	X103pre	X104post	X104pre	X107post	X107pre	X109post	X109pre	X111post	X111pre	X116post	X116pre	X118post	X118pre	X119post	X119pre	X123post	X123pre	X124post	X124pre	X127post	X127pre	X130post	X130pre	X133post	X133pre	X138post	X138pre	X139post	X139pre	X140post	X140pre
K08979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K08981	0	0	2	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K08984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K08986	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	1	0
K08987	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K08988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K08989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K08990	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K08992	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K08993	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K08994	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K08996	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K08997	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K08998	12	1	24	13	12	11	8	5	8	7	6	10	13	11	8	7	8	6	4	1	16	24	8	9	5	4	8	4	5	4	13	14
K08999	7	1	14	9	7	5	6	3	3	3	4	6	7	13	4	6	4	0	0	1	12	10	4	6	1	1	4	2	3	2	6	6
K09001	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	1	0
K09002	5	0	5	3	2	4	2	2	1	2	1	2	6	3	3	2	1	1	2	1	2	2	2	1	1	2	2	1	1	0	3	3
K09003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K09005	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0
K09007	3	0	0	0	0	0	0	0	0	0	1	1	0	5	0	2	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0
K09009	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
K09011	2	0	12	8	7	5	6	3	3	2	0	6	8	4	5	2	4	0	0	0	12	10	4	6	2	1	4	2	2	2	6	6
K09013	17	1	30	16	16	13	15	6	8	7	6	9	15	13	8	7	9	9	5	2	19	34	10	12	7	14	9	4	9	5	14	16
K09014	6	0	17	11	11	6	8	3	4	4	4	6	8	10	5	5	6	0	2	2	13	13	6	8	2	7	4	2	3	3	7	7
K09015	9	1	15	10	7	5	6	3	3	3	4	7	8	15	5	7	7	0	0	0	12	12	5	6	3	8	4	2	3	3	7	7
K09016	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09017	5	0	11	6	4	2	2	1	3	1	0	3	3	3	3	1	1	0	1	0	7	7	2	4	1	7	2	1	4	2	4	3
K09018	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09020	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09021	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09022	22	1	39	25	22	18	21	9	12	11	5	13	22	12	12	7	9	3	8	4	23	36	13	15	6	20	13	6	10	6	19	22
K09023	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09024	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09065	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K09116	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K09117	9	0	17	10	13	7	9	3	5	3	4	7	9	10	5	5	6	2	2	2	14	20	7	10	5	3	5	2	6	3	9	8
K09118	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
K09119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09121	4	0	3	1	5	1	2	0	1	1	6	1	1	5	0	3	1	2	1	2	1	2	1	1	4	2	0	0	1	0	2	2
K09124	0	0	1	1	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	1	1
K09125	2	0	13	9	7	5	6	3	3	2	1	6	8	4	4	2	2	4	0	0	12	12	4	5	1	3	4	2	3	3	6	5
K09126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09131	3	0	1	1	0	0	0	0	0	1	1	0	0	5	0	2	1	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0
K09133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K09136	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0
K09137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K09139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09141	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0
K09142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09144	3	0	3	1	5	2	2	0	2	0	2	0	1	0	0	0	0	5	0	0	2	2	1	3	3	2	0	0	4	1	2	1
K09153	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K09154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09155	0	0	7	3	3	2	1	0	2	1	2	3	2	1	3	1	1	0	0	0	6	5	2	2	2	0	2	1	1	1	3	2
K09157	14	0	19	7	9	8	9	3	7	6	5	5	8	4	4	2	3	6	5	2	6	16	5	6	6	8	5	2	6	2	8	10
K09158	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09159	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09160	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09161	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09163	7	0	9	4	3	5	3	2	4	3	0	3	6	3	3	2	2	4	3	1	3	2	3	3	1	2	2	1	4	1	3	4
K09181	1	0	1	2	1	1	6	3	1	1	0	2	5	2	1	0	1	0	0	0	1	3	1	3	1	3	1	1	0	0	1	1
K09251	0	0	1	3	4	1	1	1	1	1	0	1	1	0	1	1	2	0	1	0	1	3	1	1	0	3	0	0	0	0	1	1
K09384	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0
K09456	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09457	4	1	27	17	16	10	9	5	6	4	5	12	16	12	8	6	5	2	1	1	24	20	9	12	5	3	8	4	5	5	13	12
K09458	17	2	66	41	35	27	17	10	16	13	6	25	32	20	21	12	19	13	5	2	53	57	23	29	5	10	19	10	16	12	31	30
K09459	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K09461	5	0	13	8	7	4	7	3	4	2	3	5	8	4	4	2	4	2	2	1	7	6	4	7	4	6	4	2	5	2	6	5
K09469	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K09470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K09471	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
K09472	0	0	4	5	0	1	0	1	2	2	0	1	0	0	1	0	0	0	1	1	1	12	1	1	0	7	0	0	0	0	0	0
K09473	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K09474	1	0	11	8	6	4	0	0	2	1	0	4	2	2	3	1	1	0	0	0	11	9	3	3	0	0	3	1	2	2	5	4
K09475	0	0	1	5	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	2	9	0	0	0	15	0	0	1	1	0	0
K09476	0	0	1	5	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	2	10	0	0	0	17	0	0	1	1	0	0
K09477	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09482	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
K09516	1	0	12	7	6	4	1	1	2	2	0	5	6	3	4	2	4	0	0	0	12	9	4	6	0	0	4	2	2	2	6	5
K09607	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
K09612	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
K09680	1	0	11	7	6	4	0	0	2	1	0	4	2	2	3	1	1	0	0	0	11	9	3	3	0	0	3	1	2	2	5	4
K09681	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	3	0	0	0	0	0	0
K09684	2	0	6	1	1	1	0	0	2	1	0	1	0	1	0	0	0	0	1	1	0	0	1	2	1	4	0	0	0	0	0	0
K09685	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0
K09688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K09689	6	0	4	1	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1	2	3	1	1	0	0	7	1	2	2
K09690	12	1	23	13	13	10	7	3	7	5	0	9	10	7	8	4	4	1	3	1	16	15	7	6	2	3	9	4	4	3	13	13
K09691	34	2	59	32	32	24	30	13	20	15	11	20	30	19	16	10	12	9	9	4	31	34	18	25	14	19	17	7	19	9	28	29
K09692	0	0	3	2	3	1	1	0	2	1	0	1	1	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	1	0
K09693	2	0	19	13	14	7	10	5	6	5	4	10	13	5	8	3	7	2	1	0	14	13	7	12	6	3	6	3	4	3	11	9
K09695	8	0	13	6	6	7	7	3	5	5	4	4	7	3	4	2	3	7	4	1	4	5	3	3	6	7	5	2	3	2	6	8
K09696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K09697	4	0	5	2	7	2	4	1	2	2	0	0	1	2	0	0	1	0	1	0	3	13	2	3	1	4	1	0	1	1	2	3
K09698	7	0	18	10	7	5	2	0	5	3	4	7	3	8	5	4	5	1	3	2	12	10	5	7	2	1	3	2	6	3	7	7
K09701	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09702	0	0	2	3	1	1	6	3	1	2	0	3	7	2	1	1	4	0	0	0	1	1	1	3	0	0	2	2	0	0	2	2
K09704	0	0	3	4	2	1	10	7	1	2	0	3	13	1	3	1	4	0	0	0	2	12	4	8	0	0	3	2	1	1	2	3
K09705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K09706	3	0	6	3	4	3	4	1	4	3	0	1	1	0	0	0	1	0	1	0	2	4	2	3	1	0	2	1	1	1	3	5
K09707	0	0	1	0	2	1	0	0	0	0	4	0	1	0	0	0	0	2	1	0	0	0	0	0	5	3	0	0	1	0	1	1
K09710	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	19	10	12	6	11	9	4	9	5	15	16
K09712	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09729	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
K09730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K09747	14	1	17	8	9	8	9	4	7	6	6	5	8	8	4	5	4	6	5	2	6	17	5	6	5	7	5	2	6	2	8	10
K09748	12	1	29	17	16	13	14	6	10	8	5	11	15	7	9	4	7	6	5	2	18	27	10	12	5	7	9	4	9	5	15	15
K09749	3	0	4	3	4	1	2	0	2	1	0	1	1	0	0	0	0	0	1	0	1	10	2	3	0	0	0	0	4	1	2	2
K09758	1	0	12	8	7	4	6	3	2	1	0	5	7	3	4	2	2	0	0	0	12	24	5	5	0	0	4	2	2	2	6	5
K09759	11	0	13	6	7	7	7	3	6	5	0	4	7	3	3	2	3	1	3	1	5	6	4	5	1	2	5	2	5	2	7	8
K09760	14	1	24	13	10	11	12	6	6	6	4	9	14	13	8	7	9	4	3	1	16	17	8	8	2	9	9	4	5	4	12	14
K09761	17	1	30	16	17	13	14	6	10	8	5	11	15	13	9	7	9	6	5	1	18	27	10	12	6	11	9	4	8	5	15	16
K09762	13	0	18	7	9	8	9	3	7	5	5	4	8	4	4	2	3	6	5	2	6	15	5	6	6	8	5	2	6	2	8	9
K09765	14	1	27	14	15	12	9	4	9	7	5	9	13	9	7	5	6	6	4	1	17	16	9	11	4	5	8	3	8	4	13	14
K09766	3	0	3	2	4	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	10	2	3	0	0	0	0	4	1	1	1
K09767	0	0	2	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	2	1	0	0	3	0	0	1	0	0	0
K09768	13	0	17	8	5	7	7	3	8	5	3	4	8	3	4	2	3	6	4	1	6	16	5	6	3	6	5	2	10	3	7	9
K09769	3	0	2	1	0	1	0	0	2	1	1	1	0	5	0	2	2	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0
K09770	3	0	3	2	4	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	2	10	2	3	0	0	0	0	4	1	1	1
K09771	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K09772	13	0	18	7	9	8	9	3	7	5	5	4	8	4	4	2	3	6	5	2	6	15	5	7	6	8	5	2	6	2	8	9
K09773	0	0	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	10	1	0	0	3	0	0	0	0	1	0
K09774	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09775	8	0	8	4	3	6	5	3	3	3	0	3	6	3	3	2	3	4	3	0	4	5	3	1	1	2	5	2	2	1	5	7
K09777	8	0	13	6	7	8	7	3	6	5	2	4	7	3	4	2	3	5	4	2	5	14	4	4	3	3	5	2	2	2	6	8
K09778	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K09779	8	0	13	6	8	8	7	3	6	5	2	4	7	3	4	2	3	6	3	1	5	23	4	4	4	4	5	2	3	2	7	8
K09780	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09781	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
K09786	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0
K09787	11	0	16	7	9	8	8	3	7	5	4	4	8	3	4	2	3	6	5	2	6	15	5	6	5	4	5	2	6	2	8	9
K09788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K09789	1	0	13	9	8	5	9	4	2	1	0	6	7	4	4	2	2	0	0	0	12	10	4	5	0	0	4	2	2	2	6	6
K09790	2	1	16	11	12	7	9	4	5	4	0	7	7	4	5	2	5	0	1	0	14	23	6	6	1	3	6	3	3	3	9	9
K09791	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09793	3	0	1	2	1	1	6	3	1	2	1	3	5	6	1	3	4	0	0	0	1	1	1	3	1	1	2	1	0	0	2	2
K09794	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09797	1	0	11	7	6	4	0	0	2	1	0	5	2	2	3	1	1	0	0	0	11	9	3	3	0	0	3	1	2	2	5	4
K09798	1	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	3	0	0	0	0	0	0
K09800	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	3	0	0	0	0	0	0
K09801	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09802	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
K09806	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09807	2	0	3	3	2	2	4	3	2	2	2	2	6	2	2	1	4	1	1	1	2	4	2	3	3	4	3	2	1	1	3	4
K09808	4	1	26	19	15	10	12	6	6	5	1	13	15	13	10	7	10	0	0	0	25	24	9	12	1	6	8	4	5	5	13	12
K09809	51	4	93	48	37	40	57	23	28	24	15	31	39	35	24	20	24	15	16	3	54	55	26	24	20	32	34	14	20	14	44	53
K09810	64	4	134	75	76	56	54	24	44	33	19	46	65	50	37	27	31	22	17	7	85	138	44	53	23	35	37	17	39	20	61	66
K09811	14	1	31	17	15	13	14	6	10	8	3	10	15	8	9	4	7	5	5	2	18	27	10	12	3	9	9	4	8	5	14	15
K09812	46	2	82	47	40	31	36	15	26	20	15	29	39	42	22	22	22	15	13	7	50	82	27	35	11	22	21	10	29	12	36	39
K09814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K09815	4	0	17	11	10	7	8	3	5	3	4	6	9	5	5	2	5	5	2	1	14	22	7	8	4	7	4	2	6	3	9	7
K09816	4	0	17	10	10	7	8	3	5	3	3	6	9	4	5	2	5	5	2	1	13	21	6	8	4	5	4	2	6	3	9	7
K09817	38	2	48	28	25	23	25	11	14	11	11	15	24	32	13	16	15	18	9	4	29	55	17	19	10	20	13	6	20	7	23	25
K09819	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K09820	3	0	1	0	0	0	3	1	0	1	2	1	1	6	0	2	2	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
K09823	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K09824	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	0	3	0	0	0	0	0	0
K09825	14	1	25	14	15	11	14	6	8	6	6	9	15	11	7	6	6	2	4	1	18	25	9	10	5	5	9	4	8	4	13	15
K09826	0	0	0	1	0	0	5	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K09857	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09858	9	0	9	4	5	5	5	2	3	2	3	3	7	3	4	2	1	2	2	0	4	22	4	3	3	9	3	1	5	1	4	5
K09861	4	0	17	11	13	6	8	3	5	3	4	6	9	4	6	2	4	1	1	1	14	22	6	9	4	4	4	2	7	3	9	8
K09862	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09880	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09882	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K09888	4	0	19	12	13	7	8	3	6	4	2	7	9	4	6	2	5	5	1	0	14	22	6	9	3	4	4	2	7	3	9	8
K09889	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0
K09890	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09891	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09892	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09893	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09894	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09895	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09896	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09897	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09898	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09899	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09900	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0
K09901	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09902	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K09903	17	1	34	18	16	13	14	6	12	9	6	12	16	14	9	7	9	7	5	2	18	27	10	13	7	11	9	4	9	5	15	16
K09904	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
